Announcement Date,Parent Company,Company,Facility Name,Phase,City,State,Manufacturing Focus,Component Category,EV/Battery Production,Announcement Effective Year,Existing Union?,Announced EV Investment,Announced EV Jobs,Congressional District,30D Eligible (Defunct),Federal Funding Received,Federal Program,Source,Address,latitude,longitude
12/21/22,ADS-TEC Energy,ADS-TEC Energy,Auburn Manufacturing Facility,Original,Auburn,AL,EV Charging,Charging Units,Planned,2024,No Evidence,"$8,000,000",180,AL03,No Evidence,$0,None,https://www.businesswire.com/news/home/20221220005517/en/ADS-TEC-Energy-Establishes-First-North-American-Site-for-Its-Ultra-Fast-Charging-Technology-in-Auburn-Alabama,"Auburn Manufacturing Facility, Auburn, AL",32.6090788,-85.481731
12/14/22,Redwood Materials,Redwood Materials,South Carolina Battery Materials Campus,Original,Charleston,SC,Battery Recycling,Remanufacturing; Cathode Materials,Operational,2023,No Evidence,"$3,500,000,000",1500,SC01,No Evidence,$0,None,https://www.redwoodmaterials.com/news/announcing-redwood-south-carolina/,"South Carolina Battery Materials Campus, Charleston, SC",32.77647,-79.931027
12/13/22,Lear Corporation,Lear Corporation,Traverse City EV Component Factory,Original,Traverse City,MI,Batteries,Battery Pack Components,Canceled,2023,Good Evidence,"$16,250,000",167,MI01,No Evidence,$0,None,https://www.autonews.com/automakers-suppliers/lear-build-ev-parts-plant-supply-gm,"Traverse City EV Component Factory, Traverse City, MI",45.439219226781,-84.991910707923
12/13/22,Lear Corporation,M&N Plastics,Macomb EV Component Factory,Original,Sterling Heights,MI,Batteries,Battery Pack Components,Planned,2023,No Evidence,"$16,250,000",167,MI10,No Evidence,$0,None,https://www.autonews.com/automakers-suppliers/lear-build-ev-parts-plant-supply-gm,"Macomb EV Component Factory, Sterling Heights, MI",42.587564,-83.010978
12/13/22,Siemens,Siemens eMobility,Carrolton Facility,Original,Carrolton,TX,EV Charging,Charging Units,Operational,2023,No Evidence,NA,100,TX26,No Evidence,$0,None,https://new.siemens.com/us/en/company/press/press-releases/mobility/second-us-electric-vehicle-charger-mfg-hub-site-selected.html,"Carrolton Facility, Carrolton, TX",33.041241601463,-96.93033316676
12/13/22,SoulBrain,SoulBrain,Kokomo Operations,Original,Kokomo,IN,Batteries,Electrolytes and Electrolyte Inputs,Planned,2025,No Evidence,"$75,000,000",75,IN05,No Evidence,$0,None,https://greaterkokomo.com/soulbrain-mi-investing-in-kokomo-creating-75-jobs/,"Kokomo Operations, Kokomo, IN",31.1974,-90.00286
12/8/22,Hyundai Motor Group,Hyundai,Bartow County Facility (JV),Original,Atlanta,GA,Batteries,Cells,Under Construction,2025,No Evidence,"$2,500,000,000",1750,GA11,No Evidence,$0,None,https://gov.georgia.gov/press-releases/2022-12-08/gov-kemp-hyundai-motor-group-and-sk-build-ev-battery-facility-bartow,"Bartow County Facility (JV), Atlanta, GA",33.665940471181,-84.398054420611
12/8/22,SK,SK On,Bartow County Facility (JV),Original,Atlanta,GA,Batteries,Cells,Under Construction,2025,No Evidence,"$2,500,000,000",1750,GA11,No Evidence,$0,None,https://gov.georgia.gov/press-releases/2022-12-08/gov-kemp-hyundai-motor-group-and-sk-build-ev-battery-facility-bartow,"Bartow County Facility (JV), Atlanta, GA",33.665940471181,-84.398054420611
12/8/22,Sparkz,Sparkz,Livermore Manufacturing Plant,Expansion 1,Livermore,CA,Batteries,Cells; Modules,Operational,2022,Good Evidence,"$700,000,000",800,NA,No Evidence,$0,None,https://www.electrive.com/2022/12/12/ca-sparkz-opens-livermore-battery-plant-to-customers/,"Livermore Manufacturing Plant, Livermore, CA",44.07451,-71.3773
12/7/22,Sion Power,Sion Power,Tucson Assembly Facility,Original,Tucson,AZ,Batteries,Cells,Planned,2026,No Evidence,NA,150,AZ07,No Evidence,$0,None,https://sionpower.com/2022/sion-power-announces-plans-to-expand-battery-manufacturing-operations/,"Tucson Assembly Facility, Tucson, AZ",32.495106,-110.923032
12/7/22,SK,EverCharge,Hayward Manufacturing Facility,Original,NA,CA,EV Charging,Charging Units,Operational,2023,No Evidence,NA,NA,NA,No Evidence,$0,None,https://www.businesswire.com/news/home/20221207005675/en/Designed-and-Built-in-California-EverCharge-Opens-Hayward-Factory-to-Meet-Growing-Demand-and-Further-Ongoing-Commitment-to-U.S.-Based-Production,"Hayward Manufacturing Facility, NA, CA",50.971171,-113.970405
12/6/22,AESC,AESC,Florence Gigafactory - Factory 1,Original,Florence,SC,Batteries,Cells,Under Construction,2026,No Evidence,"$810,000,000",1170,SC07,No Evidence,$0,None,https://www.automotiveworld.com/news-releases/envision-aesc-announces-810m-investment-in-south-carolina-gigafactory-creating-1170-new-jobs/,"Florence Gigafactory - Factory 1, Florence, SC",34.195772,-79.761968
12/6/22,American Battery Factory,American Battery Factory,Tucson Battery Cell Gigafactory,Original,Tucson,AZ,Batteries,Cells,Under Construction,2025,No Evidence,"$600,000,000",500,NA,No Evidence,$0,None,https://americanbatteryfactory.com/press/2022-12-06/abf-selects-tuscon-az,"Tucson Battery Cell Gigafactory, Tucson, AZ",32.221878,-110.971225
12/5/22,General Motors,General Motors,Ultium Cells Spring Hill (JV),Expansion 1,Spring Hill,TN,Batteries,Cells,Operational,2024,Good Evidence,"$137,500,000",200,TN05,No Evidence,"$208,333,333",Loan Programs Office (LPO),https://www.ultiumcell.com/newsroom/latest-news/2022/12/02/Ultium-Cells-LLC-Announces-Plans-to-Produce-More-Battery-Cells-Faster,"Ultium Cells Spring Hill (JV), Spring Hill, TN",35.748409,-86.933003
12/5/22,LG Corporation,LG Energy Solution,Ultium Cells Spring Hill (JV),Expansion 1,Spring Hill,TN,Batteries,Cathodes,Operational,2024,Good Evidence,"$137,500,000",200,TN05,No Evidence,"$208,333,333",Loan Programs Office (LPO),https://www.ultiumcell.com/newsroom/latest-news/2022/12/02/Ultium-Cells-LLC-Announces-Plans-to-Produce-More-Battery-Cells-Faster,"Ultium Cells Spring Hill (JV), Spring Hill, TN",35.748409,-86.933003
12/1/22,NanoGraf,NanoGraf,Advanced Silicon Anode Manufacturing Facility,Original,Chicago,IL,Batteries,Anodes,Operational,2023,No Evidence,"$100,000,000",40,IL07,No Evidence,$0,None,https://www.nanograf.com/media/nanograf-wins-contract-from-us-government-to-develop-first-large-volume-advanced-silicon-anode-manufacturing-facility-in-the-us,"Advanced Silicon Anode Manufacturing Facility, Chicago, IL",41.883229,-87.632398
11/30/22,Bosch,Bosch,Anderson Facility,Original,Anderson,SC,Parts,EV Motors,Operational,2022,No Evidence,NA,NA,SC03,No Evidence,$0,None,"https://www.sme.org/technologies/articles/2022/november/bosch-adds-ev-motor-production-in-south-carolina/#:~:text=Bosch%20also%20is%20retooling%20its,million%20investment%20in%20the%20facility.","Anderson Facility, Anderson, SC",34.476869,-82.727019
11/30/22,KORE Power,KORE Power,KOREPlex Facility,Update,Buckeye,AZ,Batteries,Cells,Canceled,2025,No Evidence,"$125,000,000",NA,NA,No Evidence,NA,Loan Programs Office (LPO),https://www.aztechcouncil.org/kore-power-poised-to-break-ground-on-valley-battery-manufacturing-plant-by-end-of-2022/,"KOREPlex Facility, Buckeye, AZ",33.370497,-112.583575
11/28/22,Enchem,Enchem,Kentucky Electrolyte Manufacturing Plant,Original,NA,KY,Batteries,Electrolytes and Electrolyte Inputs,Planned,2024,No Evidence,NA,NA,NA,No Evidence,$0,None,https://www.kedglobal.com/batteries/newsView/ked202211280020,"Kentucky Electrolyte Manufacturing Plant, NA, KY",22.83333,105.91667
11/28/22,Enchem,Enchem,Michigan Electrolyte Manufacturing Plant,Original,NA,MI,Batteries,Electrolytes and Electrolyte Inputs,Planned,2024,No Evidence,NA,NA,NA,No Evidence,$0,None,https://www.kedglobal.com/batteries/newsView/ked202211280020,"Michigan Electrolyte Manufacturing Plant, NA, MI",20.66667,102.91667
11/28/22,Enchem,Enchem,Ohio Electrolyte Manufacturing Plant,Original,NA,OH,Batteries,Electrolytes and Electrolyte Inputs,Planned,2024,No Evidence,NA,NA,NA,No Evidence,$0,None,https://www.kedglobal.com/batteries/newsView/ked202211280020,"Ohio Electrolyte Manufacturing Plant, NA, OH",40.413056799,-82.711215186
11/28/22,Enchem,Enchem,US Headquarters and Electrolyte Manufacturing Plant,Update,Commerce,GA,Batteries,Electrolytes and Electrolyte Inputs,Planned,2024,No Evidence,NA,NA,GA10,No Evidence,$0,None,https://www.kedglobal.com/batteries/newsView/ked202211280020,"US Headquarters and Electrolyte Manufacturing Plant, Commerce, GA",34.203323,-83.457438
11/27/22,Huntsman,Huntsman,R&D and Production Facility,Original,Tucson,AZ,Batteries,Electrolytes and Electrolyte Inputs,Planned,2025,No Evidence,NA,11,AZ07,No Evidence,$0,None,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,"R&D and Production Facility, Tucson, AZ",32.221878,-110.971225
11/23/22,Hyundai Motor Group,Hyundai Mobis,Electric Vehicle Power Electric System Plant,Original,Richmond Hill,GA,Parts,Charging Control Units,Planned,2024,No Evidence,"$463,000,000",750,GA01,No Evidence,$0,Qualifying Advanced Energy Project Credit (48C),https://www.georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs,"Electric Vehicle Power Electric System Plant, Richmond Hill, GA",31.949076,-81.311656
11/23/22,Hyundai Motor Group,Hyundai Mobis,Electric Vehicle Power Electric System Plant,Original,Richmond Hill,GA,Parts,Power Electronics,Planned,2024,No Evidence,"$463,000,000",750,GA01,No Evidence,"$57,666,890",Qualifying Advanced Energy Project Credit (48C),https://www.georgia.org/press-release/second-global-automotive-supplier-hyundai-metaplant-create-1500-jobs,"Electric Vehicle Power Electric System Plant, Richmond Hill, GA",31.949076,-81.311656
11/21/22,LG Corporation,LG Energy Solution,Clarksville Cathode Manufacturing Plant,Original,Clarksville,TN,Batteries,Cathodes,Under Construction,2025,No Evidence,"$3,200,000,000",860,TN07,No Evidence,$0,None,https://clarksvillenow.com/local/lg-chem-to-build-3-2-billion-plant-in-clarksville-to-supply-material-for-ev-batteries/,"Clarksville Cathode Manufacturing Plant, Clarksville, TN",35.82566,-95.51414
11/19/22,General Motors,General Motors,Bedford Casting,Original,Bedford,IN,Parts,EV Drive Units,Operational,2022,Good Evidence,"$45,000,000",NA,IN09,No Evidence,$0,None,https://pressroom.gm.com/gmbx/us/en/pressroom/home/news.detail.html/Pages/news/us/en/2022/nov/1118-bedford.html,"Bedford Casting, Bedford, IN",38.861023,-86.488781
11/16/22,Orange EV,Orange EV,Kansas City Production Facility & HQ,Original,Kansas City,KS,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,2024,No Evidence,"$37,000,000",185,KS02,No Evidence,$0,None,https://orangeev.com/orange-ev-news/orange-ev-new-global-headquarters/,"Kansas City Production Facility & HQ, Kansas City, KS",39.057593,-94.635027
11/16/22,RePurpose Energy,RePurpose Energy,RePurpose Energy,Original,Fairfield,CA,Battery Recycling,Recycling,Operational,2022,No Evidence,"$12,000,000",4,CA08,No Evidence,"$6,000,000",Electric Drive Vehicle Battery Recycling and Second Life Applications,https://www.energy.gov/eere/vehicles/articles/bipartisan-infrastructure-law-battery-recycling-and-second-life-applications,"RePurpose Energy, Fairfield, CA",38.251488,-122.049851
11/14/22,SK,SK Signet,Plano Manufacturing Facility,Original,Plano,TX,EV Charging,Charging Units,Operational,2023,No Evidence,NA,183,TX32,No Evidence,$0,None,https://www.prnewswire.com/news-releases/sk-signet-to-create-up-to-183-jobs-for-ev-fast-charger-manufacturing-facility-in-plano-texas-301677776.html,"Plano Manufacturing Facility, Plano, TX",33.019695,-96.697586
11/11/22,JB Poindexter & Co,EAVX,JB Poindexter & Co,Original,Ypsilanti,MI,Medium-Duty (Class 3-6),Vehicle Assembly,Operational,NA,No Evidence,"$3,790,000",75,MI06,No Evidence,$0,None,https://annarborusa.org/news/michigan-wins-projects-over-other-states-and-countries-building-on-strong-economic-momentum/,"JB Poindexter & Co, Ypsilanti, MI",42.2398061,-83.6145427
11/10/22,Lyten,Lyten,Silicon Valley Campus,Original,San Jose,CA,Minerals,Graphite,Operational,2022,No Evidence,NA,200,CA17,No Evidence,$0,None,https://lyten.com/battery-tech-company-opens-san-jose-manufacturing-site-adds-jobs/,"Silicon Valley Campus, San Jose, CA",37.243264467569,-121.772607006958
11/10/22,Nanotech Energy,Nanotech Energy,Chico 2,Original,Chico,CA,Batteries,Cells,Operational,2024,No Evidence,NA,65,NA,No Evidence,$0,None,https://www.prnewswire.com/news-releases/next-generation-battery-creator-nanotech-energy-breaks-ground-on-a-first-factory-to-open-2023-301674519.html,"Chico 2, Chico, CA",39.72785,-121.80525
11/9/22,Canoo,Canoo,Oklahoma City Assembly Facility,Original,Oklahoma City,OK,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2023,No Evidence,NA,500,OK05,No Evidence,$0,None,https://www.prnewswire.com/news-releases/canoo-secures-oklahoma-city-manufacturing-facility-301792877.html,"Oklahoma City Assembly Facility, Oklahoma City, OK",35.468494,-97.521264
11/3/22,Anovion Technologies,Anovion Technologies,Niagara Falls Facility,Expansion 1,Sanborn,NY,Minerals,Graphite,Under Construction,2030,No Evidence,"$294,000,000",300,NY26,No Evidence,$0,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://pv-magazine-usa.com/2022/11/03/american-battery-factory-and-anovion-form-alliance-for-supply-of-synthetic-graphite/,"Niagara Falls Facility, Sanborn, NY",43.099223092472,-78.927026002568
11/2/22,Canoo,Canoo,EV Battery Module Manufacturing Facility,Original,Pryor,OK,Batteries,Modules,Canceled,NA,No Evidence,NA,NA,OK02,No Evidence,$0,None,https://www.prnewswire.com/news-releases/canoo-announces-ev-battery-module-manufacturing-facility-in-oklahoma-301665749.html,"EV Battery Module Manufacturing Facility, Pryor, OK",36.3071316,-95.314464
11/1/22,Solvay,Syensqo,Augusta PVDF Manufacturing Facility,Original,Augusta,GA,Batteries,Separators,Under Construction,2026,No Evidence,"$178,218,568",50,GA12,No Evidence,"$89,109,284",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.energy.gov/sites/default/files/2022-11/DOE%20BIL%20Battery%20FOA-2678%20Selectee%20Fact%20Sheets.pdf,"Augusta PVDF Manufacturing Facility, Augusta, GA",33.472494,-81.964397
10/27/22,Hyundai Motor Group,Hyundai Mobis,Montgomery EV Battery Manufacturing Facility,Original,Montgomery,AL,Batteries,Modules,Planned,2024,No Evidence,"$205,000,000",400,AL07,No Evidence,$0,None,https://governor.alabama.gov/newsroom/2022/10/governor-ivey-announces-hyundai-mobis-plans-ev-battery-module-plant-in-montgomery-creating-400-jobs/,"Montgomery EV Battery Manufacturing Facility, Montgomery, AL",32.376542,-86.2996608
10/27/22,Lear Corporation,Lear Corporation,Independence Township EV Component Factory,Original,Independence Township,MI,Parts,Battery Disconnect Units; Other Electrification Components,Canceled,2024,No Evidence,"$80,000,000",167,MI09,No Evidence,$0,None,https://eu.freep.com/story/money/business/michigan/2022/10/27/auto-supplier-michigan-manufacturing-plant-evs-gm/69596955007/,"Independence Township EV Component Factory, Independence Township, MI",42.74926,-83.38905
10/27/22,Lilac Solutions,Lilac Solutions,Lilac Solutions Lithium Manufacturing,Original,Fernley,NV,Minerals,Lithium,Planned,NA,No Evidence,"$179,322,049",74,NV02,No Evidence,$0,None,https://goed.nv.gov/lilac-solutions-selected-by-u-s-department-of-energy-for-50-million-grant-award/,"Lilac Solutions Lithium Manufacturing, Fernley, NV",39.607664,-119.25103
10/26/22,Albemarle,Albemarle,Albemarle Mega-Flex Facility (King's Mine),Original,Kings Mountain,NC,Minerals,Lithium,Planned,NA,No Evidence,"$375,600,000",NA,NC10,No Evidence,"$149,658,312",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://charlotteregion.com/news/2022/10/26/investor-news/albemarle-piedmont-lithium-land-291m-in-department-of-energy-grants-to-assist-in-developing-plants/,"Albemarle Mega-Flex Facility (King's Mine), Kings Mountain, NC",35.240899,-81.344356
10/26/22,Bosch,Bosch,Charleston Facility,Original,Charleston,SC,Parts,EV Motors,Operational,2022,No Evidence,"$260,000,000",350,SC06,No Evidence,$0,None,https://cleantechnica.com/2022/10/26/bosch-set-to-invest-260-million-create-350-jobs-in-sc/,"Charleston Facility, Charleston, SC",39.487259,-88.18677
10/25/22,Magna International,Magna International,Magna Electric Vehicle Structures,Expansion 1,St. Clair,MI,Batteries,Battery Enclosures,Under Construction,2023,No Evidence,"$426,000,000",920,MI09,No Evidence,$0,None,https://www.magna.com/stories/news-press-release/2022/magna-expands-in-three-location-across-michigan,"Magna Electric Vehicle Structures, St. Clair, MI",42.852391,-82.495205
10/25/22,Magna International,Magna International,Shelby Township Powertrain Facility,Original,Shelby Township,MI,Batteries,Battery Enclosures,Planned,2023,No Evidence,NA,NA,MI10,No Evidence,$0,None,https://www.magna.com/stories/news-press-release/2022/magna-expands-in-three-location-across-michigan,"Shelby Township Powertrain Facility, Shelby Township, MI",42.684058,-83.0344
10/20/22,Amprius,Amprius,Amprius Lab,Original,Fremont,CA,Batteries,Anodes,Operational,2023,No Evidence,NA,50,CA17,No Evidence,$0,None,https://ir.amprius.com/news-events/press-releases/detail/26/amprius-technologies-receives-delivery-of-its-first,"Amprius Lab, Fremont, CA",37.551951,-121.9781139
10/20/22,EC Power,EC Power,EC Power,Original,State College,PA,Batteries,Cells,Operational,NA,No Evidence,NA,12,PA15,No Evidence,$0,None,https://ecpowergroup.com/technology/,"EC Power, State College, PA",40.78616,-77.831703
10/20/22,GEM,GEM Yield,ELMS Mishawaka Plant,Original,Mishawaka,IN,Light-Duty (Class 1-2),Vehicle Assembly,Planned,2023,No Evidence,"$240,000,000",NA,IN02,No Evidence,$0,None,https://www.electrive.com/2022/10/20/mullen-takes-over-electric-last-mile-solutions/,"ELMS Mishawaka Plant, Mishawaka, IN",41.661126,-86.1793
10/20/22,Israel Corporation,ICL Group,LFP Cathode Powder Factory,Original,St Louis,MO,Minerals,Cathode Materials,Canceled,2026,No Evidence,"$429,600,700",150,MO01,No Evidence,NA,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.stltoday.com/business/local/new-400m-plant-to-support-ev-battery-production-slated-for-st-louis-carondelet-area/article_4ba9788f-fc20-54e3-8a30-576aca84d6b6.html,"LFP Cathode Powder Factory, St Louis, MO",38.635355,-90.2009855
10/20/22,Sila Nanotechnologies,Sila Nanotechnologies,Moses Lake Facility,Original,"Moses Lake, WA",WA,Batteries,Anodes,Operational,2025,No Evidence,"$400,000,000",225,WA04,No Evidence,"$100,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.spokesman.com/stories/2022/oct/20/hundreds-of-jobs-are-coming-to-moses-lake-after-tw/,"Moses Lake Facility, Moses Lake, WA, WA",47.1316466,-119.2777613
10/20/22,Syrah,Syrah,Vidalia Graphite Processing Facility,Expansion 2,Vidalia,LA,Minerals,Anode Materials,Under Construction,2025,No Evidence,"$444,816,850",120,LA05,No Evidence,"$384,419,793","Battery Materials Processing and Battery Manufacturing Recycling Grants, Qualifying Advanced Energy Project Credit (48C)",https://www.reuters.com/business/energy/australias-syrah-expand-us-graphite-plant-after-220-mln-grant-2022-10-20/,"Vidalia Graphite Processing Facility, Vidalia, LA",31.569337,-91.435766
10/19/22,Anovion Technologies,Anovion Technologies,Niagara Falls Facility,Original,Sanborn,NY,Minerals,Graphite,Operational,NA,No Evidence,NA,NA,NY26,No Evidence,$0,Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.businesswire.com/news/home/20221019005842/en/Anovion-Battery-Materials-Selected-to-Receive-117-Million-Grant-under-the-Bipartisan-Infrastructure-Law-for-Battery-Materials-Processing-and-Manufacturing,"Niagara Falls Facility, Sanborn, NY",43.099223092472,-78.927026002568
10/19/22,Applied Materials,Applied Materials,Lynchburg Facility,Original,NA,VA,Batteries,Anodes,Canceled,NA,No Evidence,"$112,005,218",45,NA,No Evidence,"$50,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.energy.gov/sites/default/files/2022-11/DOE%20BIL%20Battery%20FOA-2678%20Selectee%20Fact%20Sheets.pdf,"Lynchburg Facility, NA, VA",37.414345,-79.143204
10/19/22,BMW Group,BMW,Battery Assembly Center,Original,Woodruff,SC,Batteries,Packs; Modules,Under Construction,2026,No Evidence,"$700,000,000",300,SC04,No Evidence,$0,None,https://www.press.bmwgroup.com/global/article/detail/T0404837EN/bmw-group-announces-1-7-billion-usd-investment-to-build-electric-vehicles-in-the-u-s-and-signs,"Battery Assembly Center, Woodruff, SC",34.740721,-82.033693
10/19/22,BMW Group,BMW,Plant Spartanburg,Expansion 1,Greer,SC,Light-Duty (Class 1-2),Vehicle Assembly,Operational,2022,No Evidence,"$1,000,000,000",NA,SC04,No Evidence,$0,None,https://www.press.bmwgroup.com/global/article/detail/T0404837EN/bmw-group-announces-1-7-billion-usd-investment-to-build-electric-vehicles-in-the-u-s-and-signs,"Plant Spartanburg, Greer, SC",34.898896,-82.174691
10/19/22,NOVONIX,NOVONIX,Riverside Recharged,Expansion 1,Chattanooga,TN,Minerals,Graphite,Under Construction,2025,No Evidence,"$877,260,704",690,TN03,No Evidence,"$203,063,889",Battery Materials Processing and Battery Manufacturing Recycling Grants; Qualifying Advanced Energy Project Credit (48C),https://www.novonixgroup.com/novonix-selected-for-us150-million-grant-from-u-s-department-of-energy/,"Riverside Recharged, Chattanooga, TN",35.076011,-85.25789
10/19/22,NOVONIX,NOVONIX,Riverside Recharged,Update,Chattanooga,TN,Minerals,Graphite,Planned,2030,No Evidence,NA,NA,TN03,No Evidence,"$103,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants; Qualifying Advanced Energy Project Credit (48C),https://www.novonixgroup.com/novonix-selected-for-us150-million-grant-from-u-s-department-of-energy/,"Riverside Recharged, Chattanooga, TN",35.076011,-85.25789
10/19/22,Orbia,Koura,St. Gabriel LiPF6 Manufacturing Facility,Original,St Gabriel,LA,Batteries,Electrolytes and Electrolyte Inputs,Planned,2026,No Evidence,"$203,292,044",40,LA02,No Evidence,"$50,000,000",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.energy.gov/sites/default/files/2022-10/DOE%20BIL%20Battery%20FOA-2678%20Selectee%20Fact%20Sheets%20-%201_2.pdf,"St. Gabriel LiPF6 Manufacturing Facility, St Gabriel, LA",30.2587682,-91.0879792
10/19/22,Talon Metals,Talon Metals,Nickel Battery Minerals Processing Facility,Original,Beulah,ND,Minerals,Nickel,Planned,2027,Good Evidence,"$433,000,000",150,ND,No Evidence,"$114,846,344",Battery Materials Processing and Battery Manufacturing Recycling Grants,https://www.governor.nd.gov/news/burgum-issues-statement-talon-metals-announcing-battery-minerals-processing-facility-nd,"Nickel Battery Minerals Processing Facility, Beulah, ND",47.2634942,-101.7780104
10/11/22,Honda Motor Company,Honda,Anna Engine Plant,Original,Anna,OH,Batteries,Battery Enclosures,Under Construction,2025,No Evidence,"$100,000,000",67,OH04,No Evidence,$0,None,https://governor.ohio.gov/media/news-and-media/Governor-DeWine-Announces-Honda-to-Invest-in-Ohio-for-Electric-Vehicle-Production-Including-New-Battery-Plant-with-LG-Energy-Solution-10112022,"Anna Engine Plant, Anna, OH",40.377218,-84.189114
10/11/22,Honda Motor Company,Honda,East Liberty Auto Plant,Original,East Liberty,OH,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2025,No Evidence,"$300,000,000",133,OH04,Good Evidence,$0,None,https://governor.ohio.gov/media/news-and-media/Governor-DeWine-Announces-Honda-to-Invest-in-Ohio-for-Electric-Vehicle-Production-Including-New-Battery-Plant-with-LG-Energy-Solution-10112022,"East Liberty Auto Plant, East Liberty, OH",40.326752,-82.817043
10/11/22,Honda Motor Company,Honda,Fayette County EV Battery Plant,Original,Jeffersonville,OH,Batteries,Modules,Under Construction,2025,No Evidence,"$4,400,000,000",2200,OH15,No Evidence,$0,None,https://www.prnewswire.com/news-releases/lg-energy-solution-and-honda-break-ground-for-new-joint-venture-ev-battery-plant-in-ohio-301758629.html,"Fayette County EV Battery Plant, Jeffersonville, OH",39.653851,-83.563227
10/11/22,Honda Motor Company,Honda,Marysville Auto Plant,Original,Marysville,OH,Light-Duty (Class 1-2),Vehicle Assembly,Canceled,2025,No Evidence,"$300,000,000",133,OH04,Good Evidence,$0,None,https://governor.ohio.gov/media/news-and-media/Governor-DeWine-Announces-Honda-to-Invest-in-Ohio-for-Electric-Vehicle-Production-Including-New-Battery-Plant-with-LG-Energy-Solution-10112022,"Marysville Auto Plant, Marysville, OH",40.2767,-83.507149
10/3/22,Electrovaya,Electrovaya,Electrovaya US Gigafactory,Original,Jamestown,NY,Batteries,Separators; Cells; Modules; Packs,Operational,2023,No Evidence,"$24,000,000",125,NY23,No Evidence,$0,None,https://electrovaya.com/press/electrovaya-to-establish-lithium-ion-gigafactory-in-new-york-state/,"Electrovaya US Gigafactory, Jamestown, NY",42.098961,-79.242051
9/30/22,Design Ready Controls,Design Ready Controls,Albert Lea Manufacturing Facility,Original,Albert Lea,MN,EV Charging,Charging Units,Operational,2022,No Evidence,NA,135,MN01,No Evidence,$0,None,https://www.albertleatribune.com/2022/09/new-manufacturing-facility-opening-in-albert-lea-to-make-electric-vehicle-chargers/,"Albert Lea Manufacturing Facility, Albert Lea, MN",43.620489,-93.339753
9/29/22,Cirba Solutions,Cirba Solutions,Mesa Facility,Original,Mesa,AZ,Battery Recycling,Recycling,Operational,NA,No Evidence,NA,73,AZ04,No Evidence,$0,None,https://tucson.com/news/local/business/ev-battery-recycling-plant-to-open-in-eloy/article_abc7ac6a-3f83-11ed-91bd-eba3cb8e6648.html,"Mesa Facility, Mesa, AZ",33.474249,-111.745717
9/28/22,Cirba Solutions,Cirba Solutions,Eloy Facility,Original,Eloy,AZ,Battery Recycling,Recycling,Planned,2023,No Evidence,NA,110,AZ06,No Evidence,$0,None,https://www.cirbasolutions.com/new-lithium-ion-battery-recycling-facility-in-eloy-az-announced/,"Eloy Facility, Eloy, AZ",32.756454,-111.554847
9/27/22,BorgWarner,BorgWarner,Cadillac Production Plant,Update,Cadillac,MI,Batteries,Battery Pack Components,Operational,2023,No Evidence,NA,70,MI02,No Evidence,$0,None,https://www.9and10news.com/2022/09/27/borgwarner-cadillac-makes-an-electric-vehicle-part-for-the-first-time/,"Cadillac Production Plant, Cadillac, MI",44.250389,-85.3994346
9/27/22,Daejin Advanced Materials,Daejin Advanced Materials,Cumberland City Plant,Original,Cumberland City,TN,Batteries,Battery Enclosures,Planned,2023,No Evidence,"$10,200,000",83,TN07,No Evidence,$0,None,"https://www.tn.gov/ecd/news/2022/9/27/governor-lee--commissioner-mcwhorter-announce-daejin-advanced-materials-usa-inc--to-establish-operations-in-cumberland-city.html#:~:text=%E2%80%93%20Tennessee%20Gov.,facility%20in%20Cumberland%20City%2C%20Tennessee.","Cumberland City Plant, Cumberland City, TN",36.39172,-87.65557
9/24/22,Samsung,Samsung SDI,Auburn Hills Battery Manufacturing Factory #1,Expansion 1,Auburn Hills,MI,Batteries,Modules,Operational,NA,No Evidence,"$30,000,000",NA,MI11,No Evidence,$0,None,https://insideevs.com/news/612009/samsung-sdi-expand-battery-pack-production-michigan/,"Auburn Hills Battery Manufacturing Factory #1, Auburn Hills, MI",42.631248,-83.229412
9/23/22,BYD,BYD,Lancaster Factory,Update,Lancaster,CA,Heavy-Duty (Class 7-8),Vehicle Assembly,Operational,NA,Good Evidence,NA,-450,CA27,No Evidence,$0,None,https://www.jff.org/idea/jff-helps-supercharge-byd-manufacturing-workforce/,"Lancaster Factory, Lancaster, CA",40.046394,-76.296547
